;Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);QTD. DE HORAS DE FRIO (< 7.2°C), DIARIA (MAIO - AGOSTO);QTD. DE HORAS TEMP. IDEAL (18°C - 23 C°), DIARIA (SETEMBRO - ABRIL);QTD. DE HORAS TEMP. PREJUDICIAL (> 27 C°), DIARIA (SETEMBRO - ABRIL);PRECIPITACAO TOTAL, DIARIO (AUT)(mm) (SETEMBRO - ABRIL);SAFRA
2438;2016-01-03;2.8;906.3;16.7;23.8;19.3;15.9;86.1;64.0;9.2;3.5;0;15;0;2.8;2016
2439;2016-01-04;0.6;906.5;16.2;24.7;19.2;16.2;83.5;64.0;14.1;5.4;0;12;0;0.6;2016
2440;2016-01-05;0.0;906.0;16.5;25.5;20.3;16.8;79.5;61.0;14.0;6.2;0;7;0;0.0;2016
2441;2016-01-06;0.0;905.0;18.0;24.2;20.0;17.1;88.6;75.0;11.0;4.4;0;17;0;0.0;2016
2442;2016-01-07;3.2;903.5;19.8;27.1;21.3;18.8;91.6;71.0;7.8;2.5;0;18;0;3.2;2016
2443;2016-01-08;0.0;903.3;19.4;30.1;22.1;17.5;86.0;57.0;9.0;2.5;0;15;4;0.0;2016
2444;2016-01-09;7.8;904.7;19.3;28.5;21.6;19.3;87.2;59.0;10.9;3.6;0;18;3;7.8;2016
2445;2016-01-10;1.2;903.6;18.1;21.0;19.5;18.6;92.1;83.0;10.8;3.1;0;24;0;1.2;2016
2446;2016-01-11;3.0;900.8;18.9;28.9;22.2;18.4;83.2;53.0;6.8;1.5;0;14;2;3.0;2016
2447;2016-01-12;0.0;900.7;18.1;29.6;22.5;17.0;79.1;45.0;7.2;2.3;0;10;7;0.0;2016
2448;2016-01-13;0.2;901.9;18.1;29.7;22.7;18.8;77.6;42.0;9.0;2.6;0;14;3;0.2;2016
2449;2016-01-14;0.0;904.2;16.3;26.3;19.5;15.3;82.4;61.0;8.5;2.1;0;7;0;0.0;2016
2450;2016-01-15;0.0;902.8;16.5;28.9;20.8;15.0;78.8;39.0;8.1;3.0;0;4;2;0.0;2016
2451;2016-01-16;0.0;904.4;15.3;28.7;20.6;14.8;75.8;31.0;6.6;2.1;0;6;2;0.0;2016
2452;2016-01-17;0.0;905.6;13.5;28.3;20.5;14.0;68.7;25.0;10.1;2.8;0;5;1;0.0;2016
2453;2016-01-18;0.0;906.0;13.4;29.5;21.4;14.6;66.0;25.0;7.8;2.6;0;6;6;0.0;2016
2454;2016-01-19;0.0;906.0;11.2;30.2;21.1;12.7;60.6;21.0;7.3;2.4;0;4;7;0.0;2016
2455;2016-01-20;0.0;906.5;12.4;29.1;20.5;12.7;64.1;28.0;6.9;2.3;0;4;4;0.0;2016
2456;2016-01-21;0.0;907.5;14.4;27.5;19.9;13.6;73.8;41.0;9.5;2.6;0;6;1;0.0;2016
2457;2016-01-22;0.0;907.8;11.3;27.0;18.6;11.0;67.1;30.0;9.0;3.1;0;4;0;0.0;2016
2458;2016-01-23;0.0;906.9;13.2;29.5;20.7;13.6;67.5;29.0;9.0;3.1;0;3;6;0.0;2016
2459;2016-01-24;0.0;904.3;13.0;29.9;22.2;15.1;62.2;21.0;7.9;3.2;0;6;7;0.0;2016
2460;2016-01-25;0.0;903.0;16.2;30.5;21.3;15.3;75.6;37.0;15.1;4.4;0;9;5;0.0;2016
2461;2016-01-26;0.0;902.1;17.8;26.5;19.5;16.8;90.7;56.0;9.9;2.8;0;13;0;0.0;2016
2462;2016-01-27;26.6;905.2;14.3;18.5;16.3;14.2;88.7;68.0;9.6;2.4;0;2;0;26.6;2016
2463;2016-01-28;0.4;907.1;15.8;23.4;18.4;14.2;85.1;75.0;12.0;4.3;0;12;0;0.4;2016
2464;2016-01-29;0.2;906.4;19.1;29.2;23.0;18.1;80.8;53.0;11.1;3.8;0;12;5;0.2;2016
2465;2016-01-30;18.4;904.9;19.2;27.7;21.9;17.5;85.7;61.0;10.8;3.3;0;12;1;18.4;2016
2466;2016-01-31;79.8;905.0;18.6;20.8;18.8;18.4;98.8;88.0;14.4;3.8;0;22;0;79.8;2016
2467;2016-02-01;52.2;907.2;17.2;21.9;18.1;16.3;94.8;78.0;6.3;1.5;0;11;0;52.2;2016
2468;2016-02-02;1.2;907.5;16.9;21.7;17.8;15.5;95.0;83.0;6.1;1.6;0;10;0;1.2;2016
2469;2016-02-03;2.0;906.2;17.9;21.4;18.8;17.1;94.6;82.0;8.2;3.2;0;13;0;2.0;2016
2470;2016-02-04;11.0;904.6;18.2;24.5;19.4;17.2;92.9;75.0;11.8;4.3;0;17;0;11.0;2016
2471;2016-02-05;10.2;906.9;18.9;28.0;21.7;17.9;85.9;55.0;6.7;2.0;0;14;2;10.2;2016
2472;2016-02-06;0.0;909.1;18.4;28.0;21.3;17.5;85.3;54.0;6.1;1.9;0;14;1;0.0;2016
2473;2016-02-07;0.0;907.9;18.1;27.8;21.6;17.2;82.2;59.0;9.5;3.2;0;7;1;0.0;2016
2474;2016-02-08;0.0;906.6;19.2;29.3;23.2;19.0;80.0;56.0;11.0;3.9;0;13;6;0.0;2016
2475;2016-02-09;0.2;906.4;20.4;26.7;21.7;20.3;92.2;72.0;12.8;3.4;0;19;0;0.2;2016
2476;2016-02-10;14.4;907.2;18.8;28.0;21.7;17.5;85.5;53.0;7.1;1.6;0;14;2;14.4;2016
2477;2016-02-11;0.0;906.8;14.7;27.7;20.1;13.9;73.0;46.0;7.4;2.3;0;4;0;0.0;2016
2478;2016-02-12;0.0;905.4;17.1;27.7;21.2;17.3;78.7;52.0;10.9;3.7;0;11;0;0.0;2016
2479;2016-02-13;0.0;903.6;18.6;27.4;21.4;16.4;85.0;66.0;11.1;4.5;0;12;0;0.0;2016
2480;2016-02-14;10.2;903.4;19.9;23.1;20.5;18.8;96.5;79.0;8.3;2.3;0;24;0;10.2;2016
2481;2016-02-15;9.6;904.8;18.3;29.2;22.1;17.5;81.8;44.0;7.5;2.2;0;13;5;9.6;2016
2482;2016-02-16;0.0;904.9;17.2;24.0;19.0;17.5;89.8;73.0;10.2;3.9;0;15;0;0.0;2016
2483;2016-02-17;18.4;904.3;18.8;28.5;21.4;16.6;86.3;59.0;15.5;4.3;0;11;3;18.4;2016
2484;2016-02-18;1.2;905.4;19.2;29.1;22.5;17.8;83.3;59.0;11.0;2.8;0;14;6;1.2;2016
2485;2016-02-19;0.2;904.8;16.7;28.9;21.5;14.9;77.0;43.0;7.3;2.6;0;8;6;0.2;2016
2486;2016-02-20;0.0;904.9;18.9;27.7;21.6;18.5;85.6;57.0;12.0;2.8;0;16;1;0.0;2016
2487;2016-02-21;7.0;905.7;18.6;28.7;20.9;17.2;87.9;53.0;13.7;2.6;0;15;2;7.0;2016
2488;2016-02-22;8.0;905.0;17.4;27.7;20.4;15.7;84.3;53.0;7.9;2.7;0;11;1;8.0;2016
2489;2016-02-23;0.2;904.5;17.7;27.6;20.5;15.4;84.9;54.0;6.6;2.6;0;9;0;0.2;2016
2490;2016-02-24;0.6;903.4;18.7;26.2;20.6;17.2;89.8;63.0;8.2;2.8;0;14;0;0.6;2016
2491;2016-02-25;0.4;902.4;18.5;27.8;21.1;16.4;86.7;54.0;7.1;2.1;0;9;0;0.4;2016
2492;2016-02-26;0.0;900.6;19.5;28.4;21.9;17.5;87.6;58.0;9.5;3.3;0;14;1;0.0;2016
2493;2016-02-27;3.8;901.9;18.4;25.6;20.3;17.0;89.8;61.0;19.1;3.0;0;15;0;3.8;2016
2494;2016-02-28;4.6;906.0;16.6;24.0;19.1;17.2;87.1;59.0;5.8;1.3;0;14;0;4.6;2016
2495;2016-02-29;3.6;910.3;10.6;24.5;16.3;8.7;74.4;33.0;7.6;2.2;0;5;0;3.6;2016
2496;2016-03-01;2.4;910.0;11.4;25.0;16.8;9.4;73.1;38.0;10.1;3.3;0;7;0;2.4;2016
2497;2016-03-02;1.4;907.3;14.5;19.9;16.8;13.7;86.7;73.0;10.7;4.0;0;9;0;1.4;2016
2498;2016-03-03;0.6;899.7;16.0;21.7;16.9;15.2;94.3;75.0;10.9;3.1;0;5;0;0.6;2016
2499;2016-03-04;0.8;901.2;15.0;21.5;15.9;14.6;94.5;66.0;7.4;1.7;0;4;0;0.8;2016
2500;2016-03-05;0.8;904.3;12.9;22.5;16.3;10.6;82.7;52.0;6.7;1.4;0;9;0;0.8;2016
2501;2016-03-06;0.6;905.8;13.0;23.9;17.4;12.4;77.9;44.0;9.4;2.2;0;10;0;0.6;2016
2502;2016-03-07;0.6;907.4;12.6;25.6;17.9;10.8;74.0;42.0;8.4;1.7;0;7;0;0.6;2016
2503;2016-03-08;0.4;907.2;15.5;27.4;19.1;13.5;81.8;48.0;9.2;3.5;0;4;0;0.4;2016
2504;2016-03-09;1.2;905.2;17.6;22.8;18.7;17.1;93.5;75.0;9.5;2.7;0;15;0;1.2;2016
2505;2016-03-10;0.6;901.1;16.9;22.9;17.9;16.4;94.2;72.0;9.7;2.6;0;9;0;0.6;2016
2506;2016-03-11;30.0;902.0;14.2;21.2;15.4;14.7;93.5;67.0;9.8;2.2;0;3;0;30.0;2016
2507;2016-03-12;8.6;907.4;14.1;21.6;15.4;11.4;92.1;68.0;8.7;2.3;0;5;0;8.6;2016
2508;2016-03-13;0.2;911.4;12.5;23.2;15.6;10.3;83.1;59.0;9.2;1.9;0;8;0;0.2;2016
2509;2016-03-14;0.0;911.6;13.6;24.7;17.6;12.4;80.2;46.0;8.6;3.0;0;7;0;0.0;2016
2510;2016-03-15;0.0;911.6;14.8;25.8;18.6;13.6;80.6;47.0;8.6;2.8;0;6;0;0.0;2016
2511;2016-03-16;0.0;911.9;16.4;26.9;19.8;14.8;82.6;54.0;9.3;2.9;0;6;0;0.0;2016
2512;2016-03-17;0.0;910.2;16.7;27.6;21.2;16.6;77.8;49.0;9.9;3.9;0;10;1;0.0;2016
2513;2016-03-18;0.0;908.3;17.0;28.5;21.4;16.4;77.9;48.0;9.4;3.9;0;9;4;0.0;2016
2514;2016-03-19;0.0;908.8;18.0;25.5;20.4;17.1;86.6;65.0;6.3;2.0;0;17;0;0.0;2016
2515;2016-03-20;0.0;906.6;11.9;21.9;15.5;16.4;97.6;93.0;5.7;3.3;0;3;0;0.0;2016
2516;2016-03-21;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2517;2016-03-22;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2518;2016-03-23;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2519;2016-03-24;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2520;2016-03-25;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2521;2016-03-26;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2522;2016-03-27;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2523;2016-03-28;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2524;2016-03-29;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2525;2016-03-30;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2526;2016-03-31;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2527;2016-04-01;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2528;2016-04-02;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2529;2016-04-03;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2530;2016-04-04;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2531;2016-04-05;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2532;2016-04-06;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2533;2016-04-07;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2534;2016-04-08;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2535;2016-04-09;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2536;2016-04-10;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2537;2016-04-11;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2538;2016-04-12;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2539;2016-04-13;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2540;2016-04-14;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2541;2016-04-15;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2542;2016-04-16;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2543;2016-04-17;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2544;2016-04-18;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2545;2016-04-19;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2546;2016-04-20;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2547;2016-04-21;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2548;2016-04-22;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2549;2016-04-23;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2550;2016-04-24;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2551;2016-04-25;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2552;2016-04-26;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2553;2016-04-27;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2554;2016-04-28;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2555;2016-04-29;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2556;2016-04-30;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;5.3;2016
2557;2016-05-01;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;0.0;2017
2558;2016-05-02;5.3;906.6;11.9;21.9;15.5;11.0;81.3;53.0;10.5;3.3;0;0;0;0.0;2017
2559;2016-05-03;5.3;906.6;11.9;21.9;15.5;11.0;81.3;40.0;4.7;3.3;0;0;0;0.0;2017
2560;2016-05-04;5.3;909.1;8.2;20.0;11.7;5.8;83.2;37.0;6.7;1.8;3;0;0;0.0;2017
2561;2016-05-05;0.0;909.4;9.0;21.1;13.0;6.1;79.7;41.0;6.2;2.2;0;0;0;0.0;2017
2562;2016-05-06;0.2;908.4;12.0;16.7;13.2;9.3;92.9;68.0;7.4;2.8;0;0;0;0.0;2017
2563;2016-05-07;0.2;909.3;13.1;19.7;14.2;11.7;94.0;57.0;5.4;1.2;0;0;0;0.0;2017
2564;2016-05-08;0.0;907.7;12.7;21.4;15.2;11.7;86.3;57.0;9.8;3.1;0;0;0;0.0;2017
2565;2016-05-09;2.2;906.2;13.8;18.1;15.0;11.9;93.0;77.0;7.2;1.7;0;0;0;0.0;2017
2566;2016-05-10;0.0;906.3;14.1;17.6;14.5;12.8;97.2;80.0;6.2;1.4;0;0;0;0.0;2017
2567;2016-05-11;1.0;909.1;12.3;17.3;13.6;11.2;92.0;71.0;6.2;1.5;0;0;0;0.0;2017
2568;2016-05-12;0.6;910.6;11.6;16.5;12.4;10.5;95.8;77.0;4.7;1.3;0;0;0;0.0;2017
2569;2016-05-13;0.0;911.7;11.2;19.0;13.1;10.7;88.9;59.0;8.1;2.2;0;0;0;0.0;2017
2570;2016-05-14;0.0;911.1;11.4;20.4;13.9;9.8;86.5;60.0;10.7;3.9;0;0;0;0.0;2017
2571;2016-05-15;0.0;903.9;12.0;16.3;13.1;10.3;92.9;78.0;15.0;5.7;0;0;0;0.0;2017
2572;2016-05-16;24.8;903.8;9.6;14.7;10.6;9.9;93.2;81.0;10.8;3.5;0;0;0;0.0;2017
2573;2016-05-17;0.2;906.5;3.0;11.8;6.5;3.6;79.4;51.0;9.7;3.0;18;0;0;0.0;2017
2574;2016-05-18;0.0;908.0;1.6;12.1;5.5;-0.3;80.0;24.0;7.2;1.5;17;0;0;0.0;2017
2575;2016-05-19;0.0;910.2;2.3;17.3;7.2;1.5;76.1;31.0;5.0;1.6;13;0;0;0.0;2017
2576;2016-05-20;0.0;909.5;9.2;11.7;10.0;3.7;95.1;67.0;10.9;4.1;2;0;0;0.0;2017
2577;2016-05-21;13.8;907.0;11.6;15.9;12.2;10.0;96.6;79.0;6.0;1.8;0;0;0;0.0;2017
2578;2016-05-22;4.4;906.1;10.5;12.7;10.5;10.2;99.5;92.0;8.2;2.0;0;0;0;0.0;2017
2579;2016-05-23;7.6;911.9;5.3;10.1;6.7;4.0;91.8;70.0;10.2;2.2;14;0;0;0.0;2017
2580;2016-05-24;0.0;916.0;5.3;17.4;8.4;1.1;84.0;44.0;7.5;2.0;13;0;0;0.0;2017
2581;2016-05-25;0.0;913.4;8.0;16.2;10.6;4.4;85.6;61.0;15.1;5.8;3;0;0;0.0;2017
2582;2016-05-26;1.4;910.1;11.1;17.8;12.8;8.2;90.6;65.0;7.0;2.4;0;0;0;0.0;2017
2583;2016-05-27;0.2;909.8;12.2;19.0;14.1;11.8;89.0;64.0;5.1;1.7;0;0;0;0.0;2017
2584;2016-05-28;0.0;911.8;12.0;19.9;13.4;9.7;92.0;63.0;8.4;2.7;0;0;0;0.0;2017
2585;2016-05-29;9.0;906.9;13.1;14.9;13.6;12.4;97.0;92.0;12.9;3.8;0;0;0;0.0;2017
2586;2016-05-30;5.6;903.4;11.5;16.9;13.0;11.3;91.5;66.0;10.3;3.8;0;0;0;0.0;2017
2587;2016-05-31;1.4;903.8;9.0;15.2;10.9;8.9;88.4;65.0;9.5;2.5;0;0;0;0.0;2017
2588;2016-06-01;0.0;904.0;7.4;14.6;8.7;2.1;92.6;69.0;7.5;1.8;10;0;0;0.0;2017
2589;2016-06-02;0.0;903.2;5.1;14.4;9.4;4.7;77.9;39.0;6.2;1.8;4;0;0;0.0;2017
2590;2016-06-03;0.0;903.1;3.9;10.7;6.2;1.0;85.9;68.0;10.9;3.1;16;0;0;0.0;2017
2591;2016-06-04;0.0;903.6;5.7;14.0;8.6;5.0;83.8;50.0;6.0;1.5;13;0;0;0.0;2017
2592;2016-06-05;0.0;903.4;6.1;14.7;8.1;4.7;89.3;50.0;5.7;1.7;13;0;0;0.0;2017
2593;2016-06-06;0.0;904.0;4.7;7.7;5.2;4.2;96.8;82.0;6.1;1.3;23;0;0;0.0;2017
2594;2016-06-07;0.0;906.8;1.5;10.9;4.4;0.1;84.3;46.0;9.0;2.4;18;0;0;0.0;2017
2595;2016-06-08;0.0;908.6;0.6;10.2;5.1;1.8;75.6;40.0;11.0;4.2;18;0;0;0.0;2017
2596;2016-06-09;0.0;910.7;-4.0;10.5;3.6;-1.6;60.8;27.0;7.3;2.2;18;0;0;0.0;2017
2597;2016-06-10;0.0;910.3;-1.2;10.3;3.5;-2.2;72.3;49.0;12.9;3.0;17;0;0;0.0;2017
2598;2016-06-11;0.0;912.3;-2.5;7.9;1.1;-3.3;79.5;36.0;9.4;2.8;23;0;0;0.0;2017
2599;2016-06-12;0.0;914.7;-4.4;10.6;2.8;-3.5;64.4;26.0;8.5;1.9;18;0;0;0.0;2017
2600;2016-06-13;0.0;915.9;-3.1;16.5;5.1;-3.5;58.8;29.0;11.6;3.6;15;0;0;0.0;2017
2601;2016-06-14;0.0;914.8;4.4;16.9;8.8;0.7;76.8;42.0;16.8;6.5;12;0;0;0.0;2017
2602;2016-06-15;0.0;913.4;5.8;19.7;10.2;3.8;78.9;30.0;6.3;2.7;11;0;0;0.0;2017
2603;2016-06-16;0.0;911.2;8.8;18.4;12.7;6.1;78.4;52.0;7.1;2.4;0;0;0;0.0;2017
2604;2016-06-17;10.8;908.9;11.1;12.3;11.1;11.0;100.0;100.0;5.0;1.3;0;0;0;0.0;2017
2605;2016-06-18;0.2;910.8;4.6;12.3;6.6;0.9;88.8;46.0;4.7;1.2;14;0;0;0.0;2017
2606;2016-06-19;0.0;911.6;3.0;13.6;5.9;0.9;84.5;43.0;4.8;1.4;16;0;0;0.0;2017
2607;2016-06-20;0.0;912.6;-0.5;13.1;5.0;-0.6;72.5;27.0;8.8;1.9;16;0;0;0.0;2017
2608;2016-06-21;0.0;913.9;0.3;12.9;6.7;0.7;65.8;30.0;11.0;3.4;13;0;0;0.0;2017
2609;2016-06-22;0.4;911.6;7.9;13.9;9.4;6.0;90.5;77.0;9.1;3.2;5;0;0;0.0;2017
2610;2016-06-23;0.0;910.7;8.7;16.4;10.8;8.5;88.2;55.0;4.7;1.2;0;0;0;0.0;2017
2611;2016-06-24;0.0;911.5;7.0;17.5;9.6;2.4;85.9;50.0;10.9;3.7;8;0;0;0.0;2017
2612;2016-06-25;0.0;913.2;7.4;18.3;10.3;5.7;84.0;52.0;10.9;4.5;7;0;0;0.0;2017
2613;2016-06-26;0.0;914.1;9.2;20.0;11.8;8.0;85.7;51.0;9.9;4.0;0;0;0;0.0;2017
2614;2016-06-27;0.0;914.5;8.2;18.3;11.5;7.0;82.5;48.0;13.8;4.1;0;0;0;0.0;2017
2615;2016-06-28;0.0;913.4;9.2;20.0;11.4;5.4;88.2;55.0;7.2;2.3;5;0;0;0.0;2017
2616;2016-06-29;0.0;912.6;9.7;19.6;12.2;5.0;86.5;59.0;5.3;1.4;5;0;0;0.0;2017
2617;2016-06-30;0.0;913.3;10.5;21.2;13.9;8.1;81.9;51.0;9.0;2.7;0;0;0;0.0;2017
2618;2016-07-01;0.0;913.3;10.4;21.9;14.6;8.5;78.6;44.0;9.4;3.2;0;0;0;0.0;2017
2619;2016-07-02;0.0;912.8;10.0;22.9;14.3;8.7;78.0;44.0;11.1;3.1;0;0;0;0.0;2017
2620;2016-07-03;0.0;911.9;9.9;23.6;15.2;9.4;74.0;37.0;11.1;3.3;0;0;0;0.0;2017
2621;2016-07-04;0.0;910.9;10.6;23.7;15.4;10.2;75.4;43.0;14.1;4.1;0;0;0;0.0;2017
2622;2016-07-05;0.0;908.2;11.8;21.1;15.2;11.9;80.9;54.0;10.9;3.8;0;0;0;0.0;2017
2623;2016-07-06;10.6;903.5;9.4;16.2;11.6;10.4;86.8;76.0;15.8;5.8;1;0;0;0.0;2017
2624;2016-07-07;0.4;908.5;3.9;13.1;7.4;4.7;79.5;54.0;14.7;4.3;14;0;0;0.0;2017
2625;2016-07-08;0.0;911.9;4.0;16.8;7.2;1.0;83.9;38.0;5.9;1.6;15;0;0;0.0;2017
2626;2016-07-09;0.0;908.2;6.3;11.1;8.8;3.4;84.5;66.0;8.5;3.8;3;0;0;0.0;2017
2627;2016-07-10;11.6;904.8;11.6;22.3;14.4;9.0;84.4;61.0;9.8;3.7;0;0;0;0.0;2017
2628;2016-07-11;1.4;901.7;13.1;17.0;14.3;11.3;92.5;82.0;17.4;3.0;0;0;0;0.0;2017
2629;2016-07-12;42.8;903.1;13.7;18.5;15.7;11.5;88.6;62.0;15.4;3.6;0;0;0;0.0;2017
2630;2016-07-13;0.0;905.7;11.2;19.5;12.8;6.6;91.3;69.0;10.3;3.2;1;0;0;0.0;2017
2631;2016-07-14;38.2;903.3;13.2;15.2;13.3;11.1;98.9;89.0;16.1;3.8;0;0;0;0.0;2017
2632;2016-07-15;83.4;901.6;12.7;19.7;14.4;11.4;91.1;62.0;9.0;2.9;0;0;0;0.0;2017
2633;2016-07-16;0.2;903.9;6.0;13.5;7.9;7.2;88.5;60.0;12.3;3.3;3;0;0;0.0;2017
2634;2016-07-17;1.0;908.2;-1.6;6.1;2.3;-0.6;76.3;52.0;13.9;4.0;24;0;0;0.0;2017
2635;2016-07-18;0.0;910.7;0.2;10.2;2.4;-2.4;86.9;58.0;5.9;3.3;20;0;0;0.0;2017
2636;2016-07-19;0.0;910.2;3.2;13.1;5.8;0.7;85.0;55.0;6.1;3.3;15;0;0;0.0;2017
2637;2016-07-20;0.0;910.4;-0.1;13.4;4.8;-1.1;76.3;30.0;5.8;1.4;16;0;0;0.0;2017
2638;2016-07-21;0.0;909.8;2.6;14.8;7.3;0.4;75.1;40.0;6.2;2.0;14;0;0;0.0;2017
2639;2016-07-22;0.0;910.5;4.7;16.2;8.1;1.7;82.2;41.0;7.3;3.0;14;0;0;0.0;2017
2640;2016-07-23;0.0;908.6;5.3;19.3;9.6;3.7;78.7;32.0;10.9;4.4;12;0;0;0.0;2017
2641;2016-07-24;0.0;909.3;8.8;20.7;12.6;5.3;79.4;51.0;7.1;2.5;5;0;0;0.0;2017
2642;2016-07-25;0.0;908.9;10.3;22.9;14.5;8.2;78.4;45.0;9.5;4.0;0;0;0;0.0;2017
2643;2016-07-26;1.2;904.0;11.6;18.1;13.8;12.0;87.3;71.0;30.5;5.0;0;0;0;0.0;2017
2644;2016-07-27;11.6;908.5;3.7;11.1;6.4;3.8;83.4;59.0;13.7;4.2;15;0;0;0.0;2017
2645;2016-07-28;0.2;911.4;3.8;15.9;7.1;1.4;83.6;36.0;9.1;2.2;15;0;0;0.0;2017
2646;2016-07-29;0.0;911.7;6.2;13.3;7.9;2.1;89.5;74.0;11.8;4.4;9;0;0;0.0;2017
2647;2016-07-30;0.0;911.3;9.6;20.5;12.5;8.0;84.5;56.0;13.8;5.2;0;0;0;0.0;2017
2648;2016-07-31;0.0;910.5;9.6;22.5;13.6;7.7;81.0;43.0;9.8;4.6;0;0;0;0.0;2017
2649;2016-08-01;0.0;908.2;11.1;21.2;14.1;10.0;83.2;56.0;12.2;3.6;0;0;0;0.0;2017
2650;2016-08-02;9.2;912.0;8.0;16.5;10.7;7.2;84.9;53.0;8.1;1.9;0;0;0;0.0;2017
